episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -3982.1076061148196, 2, 16.77208054500079, 748, 25226,                                             25226, 0.0, 2829.913818359375
2, -8590.131911277771, 2, 14.24613698200119, 773, 25999,                                             25999, 0.0, 3300.018798828125
3, 1318.2421402670443, 1, 8.924520444998052, 528, 26527,                                             26527, 0.0, 2415.610595703125
4, -3977.906892299652, 2, 3.312364012999751, 191, 26718,                                             26718, 0.0, 4125.88525390625
5, -8336.490679502487, 2, 12.149404266005149, 734, 27452,                                             27452, 0.0, 2756.713134765625
6, -10034.61104273796, 2, 13.96010366200062, 804, 28256,                                             28256, 0.0, 2939.0703125
7, -8239.128035007045, 2, 22.19127450599626, 1295, 29551,                                             29551, 0.0, 2634.870849609375
8, -6953.330612450838, 2, 15.162765683999169, 893, 30444,                                             30444, 0.0, 2526.658447265625
9, -5455.063381314278, 3, 10.938781388002099, 580, 31024,                                             31024, 0.0, 2259.93310546875
10, -4988.787949085236, 2, 6.539540046003822, 393, 31417,                                             31417, 0.0, 2981.446533203125
11, -3952.688764530234, 2, 14.089915666001616, 863, 32280,                                             32280, 0.0, 2400.628662109375
12, -6579.099412754178, 2, 13.119633148002322, 772, 33052,                                             33052, 0.0, 2560.35302734375
13, -3088.471894267248, 2, 6.634356125003251, 357, 33409,                                             33409, 0.0, 2441.447021484375
14, -3386.1609995681792, 2, 12.148802664996765, 594, 34003,                                             34003, 0.0, 2686.628173828125
15, -7305.071169137955, 3, 9.743893386003037, 573, 34576,                                             34576, 0.0, 2213.613037109375
16, -4092.638455923181, 2, 8.549864499997057, 513, 35089,                                             35089, 0.0, 2319.089599609375
17, -4152.0720948800445, 2, 7.350354372007132, 443, 35532,                                             35532, 0.0, 2311.803955078125
18, -6619.731185971294, 2, 14.346358075999888, 776, 36308,                                             36308, 0.0, 2514.89599609375
19, -9432.959603786469, 2, 11.362408978005988, 690, 36998,                                             36998, 0.0, 2400.83447265625
20, -5591.114102125168, 2, 7.9422737439963385, 480, 37478,                                             37478, 0.0, 2182.496826171875
21, -6680.62531223963, 2, 9.74756763199548, 602, 38080,                                             38080, 0.0, 2341.852294921875
22, -5481.050980806351, 3, 9.344497830003093, 574, 38654,                                             38654, 0.0, 2372.231689453125
23, -3386.482844824437, 2, 5.94445050899958, 331, 38985,                                             38985, 0.0, 2121.94140625
24, -6070.481475353241, 2, 7.923841787996935, 473, 39458,                                             39458, 0.0, 2673.711669921875
25, -3610.2640659585595, 2, 8.156875136999588, 462, 39920,                                             39920, 0.0, 2577.74658203125
26, -7267.4421001672745, 2, 16.945975906994136, 992, 40912,                                             40912, 0.0, 2755.50634765625
27, -6575.09586755652, 2, 18.346760719003214, 1110, 42022,                                             42022, 0.0, 2416.508544921875
28, -10801.549111545086, 2, 24.197405553000863, 1338, 43360,                                             43360, 0.0, 2433.149658203125
29, -3818.0385387579445, 2, 7.343560718996741, 445, 43805,                                             43805, 0.0, 2525.614013671875
30, -5155.38757109642, 2, 6.114701906997652, 325, 44130,                                             44130, 0.0, 1895.0087890625
31, -6440.852243889123, 2, 18.979706776000967, 1051, 45181,                                             45181, 0.0, 1979.62841796875
32, -2259.1931872926652, 2, 5.7426643569997395, 352, 45533,                                             45533, 0.0, 1814.5406494140625
33, -4019.8377754688263, 2, 5.51255720500194, 315, 45848,                                             45848, 0.0, 2264.10546875
34, -7304.893434344791, 2, 20.556401706999168, 1250, 47098,                                             47098, 0.0, 2128.6611328125
35, -2285.893322027754, 2, 6.943051039997954, 409, 47507,                                             47507, 0.0, 2263.096923828125
36, -5938.426005125046, 2, 7.520881304000795, 452, 47959,                                             47959, 0.0, 2297.1484375
37, 2894.8673114547273, 1, 4.536881236999761, 268, 48227,                                             48227, 0.0, 2230.39453125
38, -4187.357460975647, 2, 3.538149281994265, 183, 48410,                                             48410, 0.0, 2593.5029296875
39, -5346.303061681167, 2, 17.754358686004707, 1044, 49454,                                             49454, 0.0, 2568.371337890625
40, -6519.600638952106, 2, 12.347779994997836, 753, 50207,                                             50207, 0.0, 2388.958740234375
41, -8080.695286393166, 2, 19.922737854001753, 1102, 51309,                                             51309, 0.0, 2187.6279296875
42, -6397.8812618255615, 2, 9.339499506997527, 552, 51861,                                             51861, 0.0, 2258.9658203125
43, -4949.401670217514, 2, 6.1390064529987285, 367, 52228,                                             52228, 0.0, 2325.352294921875
44, -8245.062849212438, 3, 15.136973460997979, 903, 53131,                                             53131, 0.0, 2363.4560546875
45, -2453.694024026394, 2, 7.342209137001191, 448, 53579,                                             53579, 0.0, 2610.87890625
46, -9179.075903892517, 2, 12.940736287004256, 738, 54317,                                             54317, 0.0, 1881.4190673828125
47, -4167.670426286757, 2, 10.978959289997874, 552, 54869,                                             54869, 0.0, 2494.348388671875
48, -8023.263276576996, 2, 14.551482807997672, 692, 55561,                                             55561, 0.0, 1992.8297119140625
49, -5010.19816493988, 2, 9.851752079004655, 422, 55983,                                             55983, 0.0, 2279.952392578125
50, -2401.7936435977463, 2, 6.1386257159974775, 328, 56311,                                             56311, 0.0, 1869.848876953125
51, -5651.0158178806305, 2, 7.279565154996817, 415, 56726,                                             56726, 0.0, 2485.5458984375
52, -8784.810311446432, 3, 24.977918015996693, 1439, 58165,                                             58165, 0.0, 2147.098388671875
53, -3096.587459751405, 2, 11.358136433002073, 597, 58762,                                             58762, 0.0, 2054.72412109375
54, -3544.8462034543045, 2, 17.21070569600124, 1003, 59765,                                             59765, 0.0, 2133.8701171875
55, -4001.128525669221, 3, 9.144513325001753, 557, 60322,                                             60322, 0.0, 2262.4365234375
56, -8645.563512027264, 2, 17.747987459995784, 1075, 61397,                                             61397, 0.0, 2559.773681640625
57, -3642.5009443052113, 3, 9.145762904001458, 552, 61949,                                             61949, 0.0, 2312.30615234375
58, -8018.1737632751465, 2, 11.92936413600546, 697, 62646,                                             62646, 0.0, 2094.732177734375
59, -2206.7175132520497, 2, 9.969184337001934, 527, 63173,                                             63173, 0.0, 2116.694091796875
60, -7139.306131256744, 2, 16.16855000099895, 941, 64114,                                             64114, 0.0, 2327.331787109375
61, -4595.23254597187, 2, 9.889362816000357, 531, 64645,                                             64645, 0.0, 1910.0712890625
62, 3063.759719274938, 1, 4.3140824000001885, 256, 64901,                                             64901, 0.0, 2452.739013671875
63, -8418.301181852818, 2, 14.976889899997332, 810, 65711,                                             65711, 0.0, 2052.163330078125
64, -2156.0597055065446, 2, 5.719755934005661, 324, 66035,                                             66035, 0.0, 2354.880126953125
65, -4755.498208999634, 2, 6.551288205999299, 369, 66404,                                             66404, 0.0, 1885.13671875
66, -4821.523863059701, 3, 10.738602288998663, 609, 67013,                                             67013, 0.0, 2460.246826171875
67, -12013.544595718384, 2, 19.376552507004817, 1156, 68169,                                             68169, 0.0, 1940.323974609375
68, -5094.637938737869, 2, 7.5195704819998355, 435, 68604,                                             68604, 0.0, 1503.4571533203125
69, -2834.0389492940158, 3, 9.160442652995698, 554, 69158,                                             69158, 0.0, 1734.5479736328125
70, -5480.035219192505, 3, 9.351911492005456, 560, 69718,                                             69718, 0.0, 1815.8480224609375
71, -4792.380579434335, 3, 9.90664761899825, 586, 70304,                                             70304, 0.0, 1925.1695556640625
72, -2054.796286080207, 2, 9.128884593003022, 536, 70840,                                             70840, 0.0, 1759.8221435546875
73, -5765.22649044916, 2, 14.940624399001535, 896, 71736,                                             71736, 0.0, 1791.3519287109375
74, 2865.432000585046, 1, 4.5325952710045385, 264, 72000,                                             72000, 0.0, 2069.0771484375
75, -4364.264003820717, 2, 5.5159120870011975, 313, 72313,                                             72313, 0.0, 2060.976318359375
