episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -18820.692197084427, 2, 31.975829528993927, 1636, 25003,                                             25003, 7.5088887214660645, 249.97377014160156
2, -7940.126917243004, 3, 24.406909958997858, 1207, 26210,                                             26210, 7.745070934295654, 263.06561279296875
3, -11191.096630096436, 3, 31.176999506002176, 1571, 27781,                                             27781, 7.810037136077881, 269.4533996582031
4, -3640.5772737264633, 2, 6.737808240010054, 338, 28119,                                             28119, 7.939823150634766, 276.8747863769531
5, -6759.437873840332, 2, 14.733727002007072, 720, 28839,                                             28839, 7.96872091293335, 278.71142578125
6, 1690.338741272688, 1, 10.145832386988332, 494, 29333,                                             29333, 7.792963981628418, 281.02197265625
7, -4306.035097360611, 2, 5.515017725992948, 259, 29592,                                             29592, 8.202458381652832, 284.7455749511719
8, -6004.658145725727, 2, 21.784724498997093, 1091, 30683,                                             30683, 8.473017692565918, 287.11248779296875
9, -5535.252593278885, 2, 13.958802482011379, 676, 31359,                                             31359, 8.45682144165039, 291.6007385253906
10, -4322.746936798096, 2, 8.521816281005158, 405, 31764,                                             31764, 8.31631851196289, 292.6933288574219
11, -3255.3190319538116, 2, 5.777439345998573, 277, 32041,                                             32041, 8.304726600646973, 290.6394958496094
12, -10445.314205765724, 2, 25.165424560997053, 1224, 33265,                                             33265, 8.52895736694336, 289.063232421875
13, -3306.1696726083755, 3, 9.35110878899286, 456, 33721,                                             33721, 8.3821439743042, 283.9170227050781
14, -5335.5959050655365, 2, 10.71998810399964, 509, 34230,                                             34230, 8.395960807800293, 284.7144470214844
15, -4143.854565739632, 2, 14.164518562000012, 708, 34938,                                             34938, 8.236315727233887, 284.384765625
16, -3420.018611431122, 2, 5.514166167995427, 271, 35209,                                             35209, 7.505033493041992, 285.8217468261719
17, 2232.7395597696304, 1, 3.9302954860031605, 185, 35394,                                             35394, 8.531818389892578, 286.4156188964844
18, -5490.840720176697, 2, 13.729143652992207, 670, 36064,                                             36064, 7.970054626464844, 285.2980041503906
19, -8378.570738196373, 2, 11.96698850399116, 592, 36656,                                             36656, 8.477621078491211, 289.3398132324219
20, -4282.95711350441, 3, 9.147895556001458, 430, 37086,                                             37086, 8.332404136657715, 293.19561767578125
21, -3628.9623938798904, 3, 8.950899824994849, 452, 37538,                                             37538, 8.837874412536621, 294.3407897949219
22, -3840.860491514206, 2, 6.135082573004183, 281, 37819,                                             37819, 8.295687675476074, 297.5959777832031
23, -4904.101794719696, 2, 11.931986201001564, 596, 38415,                                             38415, 8.491004943847656, 297.69732666015625
24, -3492.381939768791, 2, 7.543216634992859, 367, 38782,                                             38782, 8.688446998596191, 301.3446960449219
25, -8555.950955152512, 2, 11.931836104005924, 579, 39361,                                             39361, 8.713800430297852, 304.7637939453125
26, -4532.290724515915, 3, 8.945488716999535, 429, 39790,                                             39790, 8.749852180480957, 309.24560546875
27, -3957.9005930423737, 3, 8.72764778599958, 437, 40227,                                             40227, 9.386298179626465, 310.72601318359375
28, -6837.346390128136, 2, 11.932281276996946, 582, 40809,                                             40809, 9.057480812072754, 314.0276184082031
29, -3602.5062866210938, 2, 5.338894464002806, 257, 41066,                                             41066, 9.488690376281738, 321.3376159667969
30, -5811.127793073654, 2, 14.368457154007046, 719, 41785,                                             41785, 9.411454200744629, 323.4262390136719
31, -3693.071575164795, 2, 7.538514444997418, 365, 42150,                                             42150, 9.539012908935547, 330.7132263183594
32, -6050.37068772316, 2, 12.962202149996301, 625, 42775,                                             42775, 10.252896308898926, 329.4383239746094
33, -3990.198755979538, 2, 7.137383808003506, 343, 43118,                                             43118, 9.988133430480957, 332.8792724609375
34, -10376.869966983795, 2, 17.54724136099685, 872, 43990,                                             43990, 9.482558250427246, 335.2051086425781
35, -3564.590287923813, 2, 5.934650947005139, 288, 44278,                                             44278, 10.008444786071777, 336.5260009765625
36, -4669.018473744392, 2, 13.150266408003517, 664, 44942,                                             44942, 9.924009323120117, 339.28509521484375
37, -8644.712562084198, 2, 17.543427558004623, 843, 45785,                                             45785, 10.020666122436523, 342.64501953125
38, 1848.556947171688, 1, 9.12858661399514, 429, 46214,                                             46214, 9.573881149291992, 344.6183776855469
39, -3851.267967939377, 2, 5.118622409005184, 243, 46457,                                             46457, 10.736847877502441, 348.32354736328125
40, -3502.8648566007614, 2, 6.116945458998089, 290, 46747,                                             46747, 10.352770805358887, 346.59478759765625
41, -6899.852328777313, 2, 19.15220503800083, 958, 47705,                                             47705, 9.991992950439453, 351.82421875
42, 2138.2484056949615, 1, 4.9142954779963475, 233, 47938,                                             47938, 10.34260082244873, 354.9100341796875
43, -5108.2051602602005, 2, 15.740795372999855, 772, 48710,                                             48710, 10.415770530700684, 355.8117370605469
44, -4529.659841656685, 2, 12.349228773993673, 614, 49324,                                             49324, 10.338305473327637, 360.8584289550781
45, -4565.166059732437, 2, 6.139590168007999, 316, 49640,                                             49640, 11.00302505493164, 361.8924865722656
46, -6348.613762676716, 2, 26.793250776012428, 1324, 50964,                                             50964, 10.971809387207031, 366.90863037109375
47, -3475.0770738124847, 2, 5.112605950009311, 235, 51199,                                             51199, 10.85360050201416, 371.83258056640625
48, 2243.708209872246, 1, 4.12872412300203, 207, 51406,                                             51406, 10.528762817382812, 369.8361511230469
49, -2925.2304289340973, 2, 3.730625488999067, 163, 51569,                                             51569, 10.572824478149414, 369.4088439941406
50, -6440.096166610718, 2, 21.38717142000678, 1060, 52629,                                             52629, 10.967523574829102, 373.6557922363281
51, 1022.3631767630577, 1, 11.308815985001274, 558, 53187,                                             53187, 11.284753799438477, 375.9595642089844
52, -2783.2142627239227, 3, 3.1102412729960633, 143, 53330,                                             53330, 11.291605949401855, 375.4692687988281
53, 657.3085457086563, 1, 16.55321890900086, 802, 54132,                                             54132, 11.091255187988281, 374.9645080566406
54, -3243.5043960809708, 2, 2.1316335940064164, 97, 54229,                                             54229, 10.611736297607422, 379.17413330078125
55, -3217.130983233452, 2, 6.914755453995895, 336, 54565,                                             54565, 11.495237350463867, 379.34661865234375
